tumor_code,n,base_rate,aupr,lift
LUAD,6403,0.43963766984226144,0.7860253329642182,1.7878935015878825
LSCC,14255,0.43591722202735883,0.7858073133562635,1.8026525992747886
UCEC,2859,0.4218258132214061,0.7722975490517565,1.8308446871799102
CCRCC,2435,0.42669404517453796,0.7263356296629743,1.7022399020494152
PDA,2316,0.37132987910189985,0.6249937014299475,1.683122572688091
GBM,3835,0.3444589308996089,0.5941522087830463,1.7248854812134613
