gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
FUS,0.6454545454545455,110,110,True,True
FUT11,0.34782608695652173,69,69,True,True
FUT8,0.6923076923076923,78,78,True,True
FXN,0.16393442622950818,61,61,True,True
FXR1,0.8603351955307262,179,179,True,True
FXR2,0.5238095238095238,42,42,True,True
FYCO1,0.043478260869565216,46,46,True,True
FYN,0.1111111111111111,45,45,True,True
FYTTD1,0.42857142857142855,168,168,True,True
FZD1,0.5675675675675675,222,222,True,True
FZD6,0.48823529411764705,170,170,True,True
G3BP1,0.9344262295081968,122,122,True,True
G3BP2,0.59375,64,64,True,True
GAA,0.22123893805309736,113,113,True,True
GAB1,0.038461538461538464,52,52,True,True
GAB2,0.1595744680851064,94,94,True,True
GABARAP,0.4418604651162791,43,43,True,True
GABARAPL2,0.25806451612903225,93,93,True,True
GABPA,0.2361111111111111,72,72,True,True
GABPB1,0.4339622641509434,53,53,True,True
GADD45GIP1,0.1744186046511628,86,86,True,True
GAK,0.25862068965517243,58,58,True,True
GALC,0.18072289156626506,83,83,True,True
GALE,0.4166666666666667,60,60,True,True
GALK1,0.07258064516129033,124,124,True,True
GALK2,0.18867924528301888,53,53,True,True
GALM,0.1,120,120,True,True
GALNS,0.3974358974358974,78,78,True,True
GALNT1,0.7878787878787878,66,66,True,True
GALNT11,0.11386138613861387,202,202,True,True
GALNT2,0.7527472527472527,182,182,True,True
GALNT7,0.8571428571428571,49,49,True,True
GALT,0.14102564102564102,78,78,True,True
GAMT,0.16883116883116883,77,77,True,True
GAN,0.6987951807228916,83,83,True,True
GANAB,0.759493670886076,79,79,True,True
GANC,0.04,50,50,True,True
GAPDH,0.7446808510638298,141,141,True,True
GAPVD1,0.3709677419354839,62,62,True,True
GAR1,0.7021276595744681,47,47,True,True
GARS,0.8201754385964912,228,228,True,True
GART,0.9466666666666667,75,75,True,True
GAS6,0.16216216216216217,74,74,True,True
GAS7,0.04878048780487805,41,41,True,True
GATAD1,0.2831858407079646,226,226,True,True
GATAD2A,0.8541666666666666,96,96,True,True
GATAD2B,0.6224489795918368,196,196,True,True
GATB,0.02040816326530612,49,49,True,True
GATC,0.08163265306122448,98,98,True,True
GATM,0.11764705882352941,51,51,True,True
GBA,0.6432160804020101,199,199,True,True
GBA2,0.2073170731707317,82,82,True,True
GBE1,0.2692307692307692,52,52,True,True
GBF1,0.8421052631578947,57,57,True,True
GBP1,0.4745762711864407,59,59,True,True
GBP2,0.4745762711864407,59,59,True,True
GBP4,0.2542372881355932,59,59,True,True
GBP5,0.576271186440678,59,59,True,True
GC,0.04477611940298507,67,67,True,True
GCA,0.33653846153846156,104,104,True,True
GCC1,0.7788944723618091,199,199,True,True
GCC2,0.6822429906542056,107,107,True,True
GCDH,0.18604651162790697,86,86,True,True
GCFC2,0.47058823529411764,119,119,True,True
GCHFR,0.0851063829787234,47,47,True,True
GCLC,0.28,100,100,True,True
GCLM,0.4166666666666667,60,60,True,True
GCSH,0.26506024096385544,83,83,True,True
GDAP1,0.32867132867132864,143,143,True,True
GDAP2,0.13846153846153847,65,65,True,True
GDE1,0.27184466019417475,103,103,True,True
GDF15,0.3010752688172043,93,93,True,True
GDI2,0.6162790697674418,86,86,True,True
GDPD1,0.19166666666666668,120,120,True,True
GDPGP1,0.4027777777777778,72,72,True,True
GEMIN2,0.6,105,105,True,True
GEMIN4,0.813953488372093,43,43,True,True
GEMIN5,0.9193548387096774,124,124,True,True
GEMIN6,0.453781512605042,119,119,True,True
GET4,0.44144144144144143,222,222,True,True
GFER,0.13861386138613863,101,101,True,True
GFM1,0.3710691823899371,159,159,True,True
GFM2,0.23170731707317074,82,82,True,True
GFOD2,0.1368421052631579,95,95,True,True
GFPT1,0.8925619834710744,121,121,True,True
GGA1,0.3090909090909091,55,55,True,True
GGA2,0.16346153846153846,104,104,True,True
GGA3,0.24390243902439024,123,123,True,True
GGACT,0.11594202898550725,69,69,True,True
GGCT,0.32894736842105265,228,228,True,True
GGCX,0.6097560975609756,123,123,True,True
GGH,0.35036496350364965,137,137,True,True
GGPS1,0.5752688172043011,186,186,True,True
GGT1,0.1111111111111111,72,72,True,True
GGT5,0.14666666666666667,75,75,True,True
GGT7,0.25,164,164,True,True
GHDC,0.18018018018018017,111,111,True,True
GID8,0.3717948717948718,156,156,True,True
GIGYF1,0.34545454545454546,220,220,True,True
GIGYF2,0.8227848101265823,79,79,True,True
GIMAP1,0.06372549019607843,204,204,True,True
GIMAP2,0.1625615763546798,203,203,True,True
GIMAP4,0.15270935960591134,203,203,True,True
GIMAP6,0.20689655172413793,203,203,True,True
GIMAP7,0.06372549019607843,204,204,True,True
GIMAP8,0.058823529411764705,204,204,True,True
GIPC1,0.43820224719101125,89,89,True,True
GIPC3,0.08108108108108109,74,74,True,True
GIT1,0.050505050505050504,99,99,True,True
GIT2,0.14705882352941177,102,102,True,True
GJA1,0.42857142857142855,49,49,True,True
GLB1,0.19148936170212766,47,47,True,True
GLCE,0.288135593220339,59,59,True,True
GLE1,0.6610169491525424,59,59,True,True
GLG1,0.7578947368421053,95,95,True,True
GLIPR1,0.30357142857142855,112,112,True,True
GLIPR2,0.0821917808219178,73,73,True,True
GLMN,0.8596491228070176,57,57,True,True
GLMP,0.29,200,200,True,True
GLO1,0.20588235294117646,102,102,True,True
GLOD4,0.23255813953488372,43,43,True,True
GLRX,0.24705882352941178,85,85,True,True
GLRX3,1.0,62,62,True,True
GLRX5,0.42168674698795183,83,83,True,True
GLS,0.07920792079207921,101,101,True,True
GLT8D1,0.27906976744186046,43,43,True,True
GLTP,0.29411764705882354,102,102,True,True
GLUD1,0.15,60,60,True,True
GLUL,0.5684210526315789,190,190,True,True
GLYR1,0.33962264150943394,106,106,True,True
GM2A,0.04918032786885246,122,122,True,True
GMDS,0.5454545454545454,88,88,True,True
GMEB1,0.2786885245901639,61,61,True,True
GMEB2,0.4585987261146497,157,157,True,True
GMFB,0.3010752688172043,93,93,True,True
GMFG,0.1417910447761194,134,134,True,True
GMIP,0.425531914893617,94,94,True,True
GMPPA,0.24691358024691357,81,81,True,True
GMPPB,0.1590909090909091,44,44,True,True
GMPR,0.030303030303030304,99,99,True,True
GMPR2,0.14457831325301204,83,83,True,True
GMPS,0.8641975308641975,162,162,True,True
GNA11,0.0547945205479452,73,73,True,True
GNA12,0.12946428571428573,224,224,True,True
GNA13,0.176,125,125,True,True
GNAI1,0.0502283105022831,219,219,True,True
GNAI2,0.06976744186046512,43,43,True,True
GNAI3,0.546875,64,64,True,True
GNAO1,0.06382978723404255,94,94,True,True
GNAQ,0.03278688524590164,61,61,True,True
GNAS,0.11688311688311688,154,154,True,True
GNB1,0.0,65,65,True,True
GNB1L,0.5301204819277109,83,83,True,True
GNB2,0.05909090909090909,220,220,True,True
GNB4,0.06077348066298342,181,181,True,True
GNE,0.8082191780821918,73,73,True,True
GNG11,0.027149321266968326,221,221,True,True
GNG12,0.11864406779661017,59,59,True,True
GNG2,0.021505376344086023,93,93,True,True
GNG5,0.23728813559322035,59,59,True,True
GNG7,0.0,73,73,True,True
GNL1,0.29473684210526313,95,95,True,True
GNL2,0.9753086419753086,81,81,True,True
GNL3,0.9069767441860465,43,43,True,True
GNPAT,0.625,184,184,True,True
GNPDA1,0.09322033898305085,118,118,True,True
GNPDA2,0.11764705882352941,68,68,True,True
GNPNAT1,0.75,92,92,True,True
GNPTAB,0.5048543689320388,103,103,True,True
GNPTG,0.30303030303030304,99,99,True,True
GNS,0.22950819672131148,122,122,True,True
GOLGA1,0.7213114754098361,61,61,True,True
GOLGA2,0.8333333333333334,60,60,True,True
GOLGA3,0.735632183908046,87,87,True,True
GOLGA4,0.4444444444444444,45,45,True,True
GOLGA5,0.8795180722891566,83,83,True,True
GOLGA7,0.5677966101694916,118,118,True,True
GOLGB1,0.7166666666666667,120,120,True,True
GOLIM4,0.615819209039548,177,177,True,True
GOLM1,0.8305084745762712,59,59,True,True
GOLPH3,0.6436170212765957,188,188,True,True
GOLPH3L,0.6432160804020101,199,199,True,True
GOPC,0.6222222222222222,45,45,True,True
GORAB,0.8061224489795918,196,196,True,True
GORASP1,0.19148936170212766,47,47,True,True
GORASP2,0.5855855855855856,111,111,True,True
GOSR1,0.8041237113402062,97,97,True,True
GOSR2,0.38317757009345793,107,107,True,True
GOT1,0.43103448275862066,58,58,True,True
GOT2,0.41935483870967744,93,93,True,True
GPAA1,0.7317073170731707,164,164,True,True
GPALPP1,0.5192307692307693,52,52,True,True
GPATCH1,0.75,132,132,True,True
GPATCH11,0.7719298245614035,114,114,True,True
GPATCH2,0.6521739130434783,184,184,True,True
GPATCH8,0.9357798165137615,109,109,True,True
GPC1,0.5921052631578947,76,76,True,True
GPC6,0.4626865671641791,67,67,True,True
GPCPD1,0.30597014925373134,134,134,True,True
GPD1,0.02654867256637168,113,113,True,True
GPD1L,0.02127659574468085,47,47,True,True
GPD2,0.5339805825242718,103,103,True,True
GPHN,0.1282051282051282,78,78,True,True
GPI,0.8015873015873016,126,126,True,True
GPLD1,0.010752688172043012,93,93,True,True
GPN1,0.4491525423728814,118,118,True,True
GPN3,0.16831683168316833,101,101,True,True
GPNMB,0.13973799126637554,229,229,True,True
GPR107,0.8275862068965517,58,58,True,True
GPR108,0.3108108108108108,74,74,True,True
GPR180,0.6029411764705882,68,68,True,True
GPR89A,0.5561224489795918,196,196,True,True
GPRC5C,0.2796610169491525,118,118,True,True
GPRIN3,0.09259259259259259,54,54,True,True
GPS1,0.10619469026548672,113,113,True,True
GPS2,0.8372093023255814,43,43,True,True
GPSM1,0.09836065573770492,61,61,True,True
GPSM3,0.17346938775510204,98,98,True,True
GPT2,0.21153846153846154,104,104,True,True
GPX1,0.3111111111111111,45,45,True,True
GPX3,0.04132231404958678,121,121,True,True
GPX4,0.1282051282051282,78,78,True,True
GPX7,0.8461538461538461,65,65,True,True
GPX8,0.7840909090909091,88,88,True,True
GRAMD4,0.46551724137931033,58,58,True,True
GRAP,0.0625,48,48,True,True
GRAP2,0.05,60,60,True,True
GRB10,0.3257918552036199,221,221,True,True
GRB2,0.3629032258064516,124,124,True,True
GRHPR,0.09523809523809523,63,63,True,True
GRK5,0.0,64,64,True,True
GRK6,0.22900763358778625,131,131,True,True
GRN,0.25688073394495414,109,109,True,True
GRPEL1,0.6140350877192983,57,57,True,True
GRSF1,0.4696969696969697,66,66,True,True
GRWD1,0.7701149425287356,87,87,True,True
GSDMD,0.37349397590361444,166,166,True,True
GSE1,0.425,80,80,True,True
GSK3A,0.26262626262626265,99,99,True,True
GSK3B,0.5546218487394958,119,119,True,True
GSKIP,0.7349397590361446,83,83,True,True
GSN,0.08928571428571429,56,56,True,True
GSPT1,0.7129629629629629,108,108,True,True
GSR,0.29508196721311475,61,61,True,True
GSS,0.38181818181818183,165,165,True,True
GSTA4,0.21,100,100,True,True
GSTCD,0.6808510638297872,47,47,True,True
GSTK1,0.2634146341463415,205,205,True,True
GSTM1,0.18461538461538463,65,65,True,True
GSTM2,0.046153846153846156,65,65,True,True
GSTM3,0.1076923076923077,65,65,True,True
GSTM4,0.24615384615384617,65,65,True,True
GSTM5,0.0,65,65,True,True
GSTO1,0.2,55,55,True,True
GSTP1,0.4444444444444444,108,108,True,True
GSTZ1,0.3037974683544304,79,79,True,True
GTF2A1,0.6075949367088608,79,79,True,True
GTF2A2,0.5818181818181818,55,55,True,True
GTF2B,0.4098360655737705,61,61,True,True
GTF2E1,0.7768595041322314,121,121,True,True
GTF2E2,0.9,60,60,True,True
GTF2F1,0.7101449275362319,69,69,True,True
GTF2F2,0.9,50,50,True,True
GTF2H1,0.7833333333333333,60,60,True,True
GTF2H3,0.31958762886597936,97,97,True,True
GTF2H4,0.38144329896907214,97,97,True,True
GTF2H5,0.3695652173913043,46,46,True,True
GTF2I,0.7663551401869159,214,214,True,True
GTF3A,0.75,52,52,True,True
GTF3C1,0.7547169811320755,106,106,True,True
GTF3C2,0.5982905982905983,117,117,True,True
GTF3C3,0.6020408163265306,98,98,True,True
GTF3C4,0.8448275862068966,58,58,True,True
GTF3C5,0.9454545454545454,55,55,True,True
GTF3C6,0.6521739130434783,46,46,True,True
GTPBP1,0.5087719298245614,57,57,True,True
GTPBP2,0.4074074074074074,108,108,True,True
GTPBP3,0.3723404255319149,94,94,True,True
GTPBP4,0.961038961038961,77,77,True,True
GUCY1A2,0.0,72,72,True,True
GUF1,0.16176470588235295,68,68,True,True
GUK1,0.1978021978021978,182,182,True,True
GULP1,0.11538461538461539,104,104,True,True
GUSB,0.2694063926940639,219,219,True,True
GXYLT1,0.5087719298245614,114,114,True,True
GYG1,0.15723270440251572,159,159,True,True
GYPC,0.047619047619047616,105,105,True,True
GYS1,0.7191011235955056,89,89,True,True
H1F0,0.08928571428571429,56,56,True,True
H1FX,0.12698412698412698,126,126,True,True
H2AFV,0.2600896860986547,223,223,True,True
H2AFX,0.391304347826087,69,69,True,True
H2AFY,0.39285714285714285,112,112,True,True
H2AFY2,0.3382352941176471,68,68,True,True
H3F3A,0.04371584699453552,183,183,True,True
H6PD,0.4426229508196721,61,61,True,True
HAAO,0.058823529411764705,119,119,True,True
HABP2,0.04918032786885246,61,61,True,True
HABP4,0.06896551724137931,58,58,True,True
HACE1,0.043478260869565216,46,46,True,True
HACL1,0.25,48,48,True,True
HADH,0.10204081632653061,49,49,True,True
HADHA,0.12173913043478261,115,115,True,True
HADHB,0.1565217391304348,115,115,True,True
HAGH,0.019801980198019802,101,101,True,True
HAPLN1,0.4523809523809524,84,84,True,True
HAPLN3,0.7536231884057971,69,69,True,True
HARS,0.853448275862069,116,116,True,True
HARS2,0.4396551724137931,116,116,True,True
HAT1,0.9285714285714286,112,112,True,True
HAUS2,0.47058823529411764,51,51,True,True
HAUS3,0.7068965517241379,58,58,True,True
HAUS4,0.4482758620689655,87,87,True,True
HAUS5,0.5645161290322581,124,124,True,True
HAUS6,0.7555555555555555,45,45,True,True
HAUS8,0.8297872340425532,94,94,True,True
HAX1,0.2923076923076923,195,195,True,True
HBA1,0.030927835051546393,97,97,True,True
HBB,0.037037037037037035,54,54,True,True
HBD,0.05555555555555555,54,54,True,True
HBG1,0.05555555555555555,54,54,True,True
HBP1,0.26066350710900477,211,211,True,True
HBQ1,0.061855670103092786,97,97,True,True
HBS1L,0.6415094339622641,53,53,True,True
HBZ,0.07216494845360824,97,97,True,True
HCFC2,0.0297029702970297,101,101,True,True
HCK,0.23636363636363636,165,165,True,True
HCLS1,0.375,120,120,True,True
HDAC1,0.7538461538461538,65,65,True,True
HDAC10,0.47540983606557374,61,61,True,True
HDAC2,0.6888888888888889,45,45,True,True
HDAC3,0.5555555555555556,117,117,True,True
HDAC4,0.25316455696202533,79,79,True,True
HDAC5,0.027522935779816515,109,109,True,True
HDAC7,0.10714285714285714,112,112,True,True
HDDC2,0.23076923076923078,52,52,True,True
HDDC3,0.15492957746478872,71,71,True,True
HDGF,0.745,200,200,True,True
HDHD2,0.03389830508474576,59,59,True,True
HDHD3,0.2631578947368421,57,57,True,True
HDLBP,0.7702702702702703,74,74,True,True
HEATR1,0.9139784946236559,186,186,True,True
HEATR3,0.7065217391304348,92,92,True,True
HEATR5A,0.4666666666666667,105,105,True,True
HEATR5B,0.26956521739130435,115,115,True,True
HEATR6,0.6967213114754098,122,122,True,True
HEBP1,0.022727272727272728,132,132,True,True
HEBP2,0.42857142857142855,49,49,True,True
HECA,0.14285714285714285,49,49,True,True
HECTD1,0.6761904761904762,105,105,True,True
HECTD3,0.06976744186046512,86,86,True,True
HECTD4,0.25,100,100,True,True
HEG1,0.03305785123966942,121,121,True,True
HELZ,0.6747967479674797,123,123,True,True
HELZ2,0.7006369426751592,157,157,True,True
HERC1,0.48214285714285715,56,56,True,True
HERC2,0.2962962962962963,54,54,True,True
HERC4,0.4411764705882353,68,68,True,True
HERC5,0.2830188679245283,53,53,True,True
HERPUD1,0.41237113402061853,97,97,True,True
HEXA,0.15,60,60,True,True
HEXB,0.1686746987951807,83,83,True,True
HEXIM1,0.6909090909090909,110,110,True,True
HGF,0.06451612903225806,217,217,True,True
HGFAC,0.07142857142857142,56,56,True,True
HGH1,0.47878787878787876,165,165,True,True
HGS,0.13043478260869565,115,115,True,True
HIBADH,0.11353711790393013,229,229,True,True
HIBCH,0.05825242718446602,103,103,True,True
HID1,0.23140495867768596,121,121,True,True
HIF1AN,0.40350877192982454,57,57,True,True
HINT1,0.41904761904761906,105,105,True,True
HINT2,0.2962962962962963,81,81,True,True
HINT3,0.11538461538461539,52,52,True,True
HIP1,0.16981132075471697,212,212,True,True
HIP1R,0.42857142857142855,98,98,True,True
HIRA,0.6,80,80,True,True
HIRIP3,0.47706422018348627,109,109,True,True
HIST1H1B,0.391304347826087,92,92,True,True
HIST1H1C,0.021052631578947368,95,95,True,True
HIST1H1E,0.021052631578947368,95,95,True,True
HIST1H3A,0.25263157894736843,95,95,True,True
HIST1H4A,0.3263157894736842,95,95,True,True
HIST2H3A,0.36597938144329895,194,194,True,True
HK1,0.7794117647058824,68,68,True,True
HK2,0.8739495798319328,119,119,True,True
HK3,0.3053435114503817,131,131,True,True
HLCS,0.4084507042253521,71,71,True,True
HLTF,0.559748427672956,159,159,True,True
HM13,0.8235294117647058,170,170,True,True
HMBOX1,0.05172413793103448,58,58,True,True
HMBS,0.14492753623188406,69,69,True,True
HMCES,0.6535433070866141,127,127,True,True
HMCN1,0.25133689839572193,187,187,True,True
HMG20A,0.6666666666666666,63,63,True,True
HMG20B,0.5616438356164384,73,73,True,True
HMGA1,0.7171717171717171,99,99,True,True
HMGB1,0.42592592592592593,54,54,True,True
HMGB2,0.4166666666666667,48,48,True,True
HMGCL,0.22950819672131148,61,61,True,True
HMGCS1,0.43169398907103823,183,183,True,True
HMGN1,0.4852941176470588,68,68,True,True
HMGN2,0.41935483870967744,62,62,True,True
HMGN3,0.08620689655172414,58,58,True,True
HMGN4,0.010752688172043012,93,93,True,True
HMGXB4,0.711864406779661,59,59,True,True
HMOX1,0.2033898305084746,59,59,True,True
HMOX2,0.5412844036697247,109,109,True,True
HNMT,0.08080808080808081,99,99,True,True
HNRNPA0,0.48672566371681414,113,113,True,True
HNRNPA1,0.9137931034482759,116,116,True,True
HNRNPA2B1,0.4826086956521739,230,230,True,True
HNRNPA3,0.6052631578947368,114,114,True,True
HNRNPAB,0.90625,128,128,True,True
HNRNPC,0.7628865979381443,97,97,True,True
HNRNPD,0.7090909090909091,55,55,True,True
HNRNPDL,0.4444444444444444,54,54,True,True
HNRNPF,0.8701298701298701,77,77,True,True
HNRNPH1,0.631578947368421,133,133,True,True
HNRNPH3,0.42857142857142855,70,70,True,True
HNRNPK,0.6440677966101694,59,59,True,True
HNRNPL,0.5303030303030303,132,132,True,True
HNRNPLL,0.5166666666666667,120,120,True,True
HNRNPM,0.6708860759493671,79,79,True,True
HNRNPR,0.7213114754098361,61,61,True,True
HNRNPU,0.6595744680851063,188,188,True,True
HNRNPUL1,0.6990291262135923,103,103,True,True
HNRNPUL2,0.8765432098765432,81,81,True,True
HOMER1,0.02564102564102564,78,78,True,True
HOMER3,0.4,95,95,True,True
HOOK1,0.5573770491803278,61,61,True,True
HOOK2,0.19767441860465115,86,86,True,True
HOOK3,0.16666666666666666,120,120,True,True
HOPX,0.0759493670886076,79,79,True,True
HP,0.07291666666666667,96,96,True,True
HP1BP3,0.1746031746031746,63,63,True,True
HPCAL1,0.0625,112,112,True,True
HPGDS,0.1,50,50,True,True
HPR,0.03125,96,96,True,True
HPS3,0.3710691823899371,159,159,True,True
HPS4,0.12121212121212122,66,66,True,True
HPS5,0.2,60,60,True,True
HPS6,0.3157894736842105,57,57,True,True
HPX,0.01818181818181818,55,55,True,True
HRG,0.040697674418604654,172,172,True,True
HS1BP3,0.3185840707964602,113,113,True,True
HS2ST1,0.7704918032786885,61,61,True,True
HSBP1,0.4470588235294118,85,85,True,True
HSCB,0.25,68,68,True,True
HSD17B11,0.16363636363636364,55,55,True,True
HSD17B12,0.1111111111111111,63,63,True,True
HSD17B4,0.031578947368421054,95,95,True,True
HSD17B7,0.6,195,195,True,True
HSD17B8,0.061855670103092786,97,97,True,True
HSDL1,0.4939759036144578,83,83,True,True
HSDL2,0.01818181818181818,55,55,True,True
HSF1,0.8242424242424242,165,165,True,True
HSP90AA1,0.6704545454545454,88,88,True,True
HSP90AB1,0.9245283018867925,106,106,True,True
HSP90B1,0.7722772277227723,101,101,True,True
HSPA12A,0.047619047619047616,63,63,True,True
HSPA12B,0.007518796992481203,133,133,True,True
HSPA13,0.7901234567901234,81,81,True,True
HSPA14,0.927710843373494,83,83,True,True
HSPA1A,0.23,100,100,True,True
HSPA2,0.1375,80,80,True,True
HSPA4,0.4909090909090909,110,110,True,True
HSPA4L,0.40816326530612246,49,49,True,True
HSPA5,0.6290322580645161,62,62,True,True
HSPA8,0.5797101449275363,69,69,True,True
HSPA9,0.3008849557522124,113,113,True,True
HSPB1,0.616822429906542,214,214,True,True
HSPB11,0.5507246376811594,69,69,True,True
HSPB6,0.024193548387096774,124,124,True,True
